v8-version,6,1,534,50,0
shared-library,"/usr/local/opt/node@8/bin/node",0x100002800,0x100843776,0
shared-library,"/usr/local/opt/icu4c/lib/libicui18n.60.dylib",0x101a8ff20,0x101bb9d39,4322811904
shared-library,"/usr/local/opt/icu4c/lib/libicuuc.60.dylib",0x101ceeb20,0x101d9f210,4325298176
shared-library,"/usr/local/opt/icu4c/lib/libicudata.60.2.dylib",0x101e649f0,0x101e649f0,4326830080
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff4d84a860,0x7fff4da3d9ac,634572800
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff733f394a,0x7fff733f3b2e,634572800
shared-library,"/usr/lib/libc++.1.dylib",0x7fff73627f40,0x7fff7366f2b0,634572800
shared-library,"/usr/lib/system/libcache.dylib",0x7fff7556eb08,0x7fff7557156d,634572800
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff75573c14,0x7fff7557cde1,634572800
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff7557eef4,0x7fff75583a8b,634572800
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff7558709c,0x7fff7558e2dc,634572800
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff75590e80,0x7fff755f5ab9,634572800
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff7569ea08,0x7fff756c99fe,634572800
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff756d8014,0x7fff756f0410,634572800
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff756f5a51,0x7fff756f5e80,634572800
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff75703fc0,0x7fff75703fc0,634572800
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff757046e8,0x7fff757089dc,634572800
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff7570a26e,0x7fff7570bb42,634572800
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff7570c944,0x7fff7570dc73,634572800
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff7570f748,0x7fff75724150,634572800
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff7572685d,0x7fff75726d0e,634572800
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff75728100,0x7fff757a918f,634572800
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff757b1e04,0x7fff757b46c0,634572800
shared-library,"/usr/lib/system/libsystem_coreservices.dylib",0x7fff757b62d0,0x7fff757b83eb,634572800
shared-library,"/usr/lib/system/libsystem_darwin.dylib",0x7fff757b9fda,0x7fff757bac44,634572800
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff757bbf3c,0x7fff757c04cd,634572800
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff757c31f0,0x7fff7580841e,634572800
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff75834140,0x7fff75864143,634572800
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff75880250,0x7fff7589931f,634572800
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff758a0b70,0x7fff759a2038,634572800
shared-library,"/usr/lib/system/libsystem_networkextension.dylib",0x7fff759d0cff,0x7fff759d882e,634572800
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff759dc148,0x7fff759e483e,634572800
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff759fa040,0x7fff759fc52d,634572800
shared-library,"/usr/lib/system/libsystem_secinit.dylib",0x7fff759fda1f,0x7fff759fe588,634572800
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff7580cf10,0x7fff7582a75d,634572800
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff759e5820,0x7fff759eb38d,634572800
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff759edf78,0x7fff759f610e,634572800
shared-library,"/usr/lib/system/libsystem_symptoms.dylib",0x7fff759ff938,0x7fff75a0531e,634572800
shared-library,"/usr/lib/system/libsystem_trace.dylib",0x7fff75a08094,0x7fff75a17c8d,634572800
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff75a1c96c,0x7fff75a212a7,634572800
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff75a239c0,0x7fff75a4483e,634572800
shared-library,"/usr/lib/closure/libclosured.dylib",0x7fff72eb8e80,0x7fff72ee3689,634572800
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff74aab000,0x7fff74acc65a,634572800
shared-library,"/usr/lib/libc++abi.dylib",0x7fff7367f600,0x7fff7369dd64,634572800
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff7307cf08,0x7fff7307d90c,634572800
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff74152fd4,0x7fff7430a2e6,634572800
shared-library,"/usr/lib/libz.1.dylib",0x7fff754c12d0,0x7fff754ccbe5,634572800
profiler,"begin",1000
tick,0x1078379e8,776,0,0x0,4
tick,0x7fff759ea053,2038,0,0x0,4
tick,0x7fff759ea053,3328,0,0x0,4
code-creation,Builtin,5,4688,0x3f5eb7141a0,249,"CallBoundFunction"
code-creation,Builtin,5,4698,0x3f5eb7142a0,359,"CallFunction_ReceiverIsNotNullOrUndefined"
code-creation,Stub,3,4705,0x3f5eb714420,2296,"RecordWriteStub"
code-creation,Stub,3,4713,0x3f5eb714d20,2292,"RecordWriteStub"
code-creation,Stub,3,4720,0x3f5eb715620,2254,"RecordWriteStub"
code-creation,Stub,3,4727,0x3f5eb715f00,2292,"RecordWriteStub"
code-creation,Handler,4,4734,0x3f5eb716800,256,"An IC handler from the snapshot"
code-creation,Stub,3,4741,0x3f5eb716900,2291,"RecordWriteStub"
code-creation,Stub,3,4748,0x3f5eb717200,980,"RecordWriteStub"
code-creation,Stub,3,4755,0x3f5eb7175e0,2238,"RecordWriteStub"
code-creation,Stub,3,4762,0x3f5eb717ea0,2266,"RecordWriteStub"
code-creation,Stub,3,4769,0x3f5eb718780,189,"DoubleToIStub"
code-creation,Stub,3,4776,0x3f5eb718840,2270,"RecordWriteStub"
code-creation,Handler,4,4783,0x3f5eb719120,308,"An IC handler from the snapshot"
code-creation,Stub,3,4790,0x3f5eb719260,2280,"RecordWriteStub"
code-creation,Stub,3,4797,0x3f5eb719b60,2265,"RecordWriteStub"
code-creation,Stub,3,4804,0x3f5eb71a440,2229,"RecordWriteStub"
code-creation,Stub,3,4811,0x3f5eb71ad00,1412,"RecordWriteStub"
code-creation,Stub,3,4818,0x3f5eb71b2a0,2314,"RecordWriteStub"
code-creation,Stub,3,4825,0x3f5eb71bbc0,978,"RecordWriteStub"
code-creation,Stub,3,4831,0x3f5eb71bfa0,2272,"RecordWriteStub"
code-creation,Stub,3,4838,0x3f5eb71c880,2266,"RecordWriteStub"
code-creation,Stub,3,4845,0x3f5eb71d160,2296,"RecordWriteStub"
code-creation,Stub,3,4852,0x3f5eb71da60,978,"RecordWriteStub"
code-creation,Stub,3,4859,0x3f5eb71de40,2250,"RecordWriteStub"
code-creation,Stub,3,4866,0x3f5eb71e720,463,"InternalArraySingleArgumentConstructorStub"
code-creation,Stub,3,4873,0x3f5eb71e900,183,"DoubleToIStub"
code-creation,Stub,3,4880,0x3f5eb71e9c0,2300,"RecordWriteStub"
code-creation,Stub,3,4887,0x3f5eb71f2c0,2283,"RecordWriteStub"
code-creation,Stub,3,4894,0x3f5eb71fbc0,2254,"RecordWriteStub"
code-creation,Stub,3,4901,0x3f5eb7204a0,2242,"RecordWriteStub"
code-creation,Stub,3,4908,0x3f5eb720d80,980,"RecordWriteStub"
code-creation,Handler,4,4915,0x3f5eb721160,780,"An IC handler from the snapshot"
code-creation,Stub,3,4922,0x3f5eb721480,2265,"RecordWriteStub"
code-creation,Stub,3,4929,0x3f5eb721d60,483,"CreateAllocationSiteStub"
code-creation,Stub,3,4937,0x3f5eb721f60,2292,"RecordWriteStub"
code-creation,Stub,3,4943,0x3f5eb722860,2269,"RecordWriteStub"
code-creation,Stub,3,4950,0x3f5eb723140,974,"RecordWriteStub"
code-creation,Stub,3,4958,0x3f5eb723520,2280,"RecordWriteStub"
code-creation,Stub,3,4965,0x3f5eb723e20,2275,"RecordWriteStub"
code-creation,Stub,3,4972,0x3f5eb724720,2296,"RecordWriteStub"
code-creation,Stub,3,4978,0x3f5eb725020,2254,"RecordWriteStub"
code-creation,Stub,3,4985,0x3f5eb725900,2254,"RecordWriteStub"
code-creation,Stub,3,4992,0x3f5eb7261e0,591,"StringAddStub"
code-creation,Stub,3,4999,0x3f5eb726440,1872,"StringAddStub"
code-creation,Builtin,5,5007,0x3f5eb726ba0,298,"NonPrimitiveToPrimitive_Default"
code-creation,Stub,3,5014,0x3f5eb726ce0,1869,"GetPropertyStub"
code-creation,Builtin,5,5021,0x3f5eb727440,233,"Call_ReceiverIsNotNullOrUndefined"
code-creation,Builtin,5,5028,0x3f5eb727540,364,"OrdinaryToPrimitive_Number"
code-creation,Handler,4,5035,0x3f5eb7276c0,308,"An IC handler from the snapshot"
code-creation,Stub,3,5042,0x3f5eb727800,2238,"RecordWriteStub"
code-creation,Stub,3,5049,0x3f5eb7280c0,2300,"RecordWriteStub"
code-creation,Stub,3,5056,0x3f5eb7289c0,2245,"RecordWriteStub"
code-creation,Stub,3,5063,0x3f5eb7292a0,2291,"RecordWriteStub"
code-creation,Stub,3,5070,0x3f5eb729ba0,2270,"RecordWriteStub"
code-creation,Stub,3,5096,0x3f5eb72a480,2254,"RecordWriteStub"
code-creation,Stub,3,5104,0x3f5eb72ad60,2285,"RecordWriteStub"
code-creation,Handler,4,5111,0x3f5eb72b660,308,"An IC handler from the snapshot"
code-creation,Handler,4,5118,0x3f5eb72b7a0,744,"An IC handler from the snapshot"
code-creation,Stub,3,5125,0x3f5eb72baa0,2296,"RecordWriteStub"
code-creation,Stub,3,5132,0x3f5eb72c3a0,2238,"RecordWriteStub"
code-creation,Stub,3,5139,0x3f5eb72cc60,2254,"RecordWriteStub"
code-creation,Stub,3,5145,0x3f5eb72d540,1391,"RecordWriteStub"
code-creation,Stub,3,5152,0x3f5eb72dac0,2242,"RecordWriteStub"
code-creation,Stub,3,5159,0x3f5eb72e3a0,2291,"RecordWriteStub"
code-creation,Stub,3,5166,0x3f5eb72eca0,183,"DoubleToIStub"
code-creation,Stub,3,5173,0x3f5eb72ed60,2266,"RecordWriteStub"
code-creation,Stub,3,5180,0x3f5eb72f640,2308,"RecordWriteStub"
code-creation,Handler,4,5187,0x3f5eb72ff60,780,"An IC handler from the snapshot"
code-creation,Handler,4,5194,0x3f5eb730280,256,"An IC handler from the snapshot"
code-creation,Stub,3,5201,0x3f5eb730380,2238,"RecordWriteStub"
code-creation,Stub,3,5208,0x3f5eb730c40,2266,"RecordWriteStub"
code-creation,Handler,4,5215,0x3f5eb731520,296,"An IC handler from the snapshot"
code-creation,Stub,3,5222,0x3f5eb731660,1412,"RecordWriteStub"
code-creation,Stub,3,5228,0x3f5eb731c00,2269,"RecordWriteStub"
code-creation,Stub,3,5235,0x3f5eb7324e0,2250,"RecordWriteStub"
code-creation,Stub,3,5242,0x3f5eb732dc0,3405,"SubStringStub"
code-creation,Stub,3,5249,0x3f5eb733b20,183,"DoubleToIStub"
code-creation,Stub,3,5256,0x3f5eb733be0,387,"CreateWeakCellStub"
code-creation,Handler,4,5263,0x3f5eb733d80,688,"An IC handler from the snapshot"
code-creation,Stub,3,5270,0x3f5eb734040,1416,"RecordWriteStub"
code-creation,Stub,3,5277,0x3f5eb7345e0,2257,"RecordWriteStub"
code-creation,Stub,3,5284,0x3f5eb734ec0,365,"CEntryStub"
code-creation,Stub,3,5290,0x3f5eb735040,2238,"RecordWriteStub"
code-creation,Stub,3,5297,0x3f5eb735900,471,"ArraySingleArgumentConstructorStub"
code-creation,Stub,3,5304,0x3f5eb735ae0,2272,"RecordWriteStub"
code-creation,Stub,3,5311,0x3f5eb7363c0,299,"ArrayNoArgumentConstructorStub"
code-creation,Stub,3,5318,0x3f5eb736500,357,"MathPowStub"
code-creation,Handler,4,5325,0x3f5eb736680,744,"An IC handler from the snapshot"
code-creation,Stub,3,5332,0x3f5eb736980,427,"CallApiGetterStub"
code-creation,Stub,3,5339,0x3f5eb736b40,295,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,3,5346,0x3f5eb736c80,2276,"RecordWriteStub"
code-creation,Stub,3,5353,0x3f5eb737580,2284,"RecordWriteStub"
code-creation,Stub,3,5360,0x3f5eb737e80,2254,"RecordWriteStub"
code-creation,Stub,3,5367,0x3f5eb738760,615,"StringAddStub"
code-creation,Stub,3,5373,0x3f5eb7389e0,375,"NumberToStringStub"
code-creation,Stub,3,5381,0x3f5eb738b60,980,"RecordWriteStub"
code-creation,Stub,3,5387,0x3f5eb738f40,2263,"RecordWriteStub"
code-creation,Handler,4,5394,0x3f5eb739820,296,"An IC handler from the snapshot"
code-creation,Stub,3,5401,0x3f5eb739960,2307,"RecordWriteStub"
code-creation,Stub,3,5408,0x3f5eb73a280,2254,"RecordWriteStub"
code-creation,Stub,3,5415,0x3f5eb73ab60,185,"DoubleToIStub"
code-creation,Stub,3,5422,0x3f5eb73ac20,2283,"RecordWriteStub"
code-creation,Stub,3,5429,0x3f5eb73b520,978,"RecordWriteStub"
code-creation,Stub,3,5436,0x3f5eb73b900,2257,"RecordWriteStub"
code-creation,Stub,3,5443,0x3f5eb73c1e0,2292,"RecordWriteStub"
code-creation,Stub,3,5449,0x3f5eb73cae0,2241,"RecordWriteStub"
code-creation,Stub,3,5456,0x3f5eb73d3c0,2279,"RecordWriteStub"
code-creation,Stub,3,5463,0x3f5eb73dcc0,972,"RecordWriteStub"
code-creation,Stub,3,5470,0x3f5eb73e0a0,2254,"RecordWriteStub"
code-creation,Stub,3,5477,0x3f5eb73e980,431,"InternalArraySingleArgumentConstructorStub"
code-creation,Handler,4,5484,0x3f5eb73eb40,688,"An IC handler from the snapshot"
code-creation,Stub,3,5491,0x3f5eb73ee00,974,"RecordWriteStub"
code-creation,Stub,3,5498,0x3f5eb73f1e0,2254,"RecordWriteStub"
code-creation,Stub,3,5505,0x3f5eb73fac0,295,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,3,5511,0x3f5eb73fc00,2242,"RecordWriteStub"
code-creation,Stub,3,5533,0x3f5eb7404e0,2241,"RecordWriteStub"
code-creation,Stub,3,5540,0x3f5eb740dc0,980,"RecordWriteStub"
code-creation,Stub,3,5547,0x3f5eb7411a0,206,"InternalArrayConstructorStub"
code-creation,Stub,3,5554,0x3f5eb741280,2266,"RecordWriteStub"
code-creation,Stub,3,5561,0x3f5eb741b60,183,"DoubleToIStub"
code-creation,Stub,3,5568,0x3f5eb741c20,2241,"RecordWriteStub"
code-creation,Stub,3,5575,0x3f5eb742500,986,"RecordWriteStub"
code-creation,Stub,3,5582,0x3f5eb7428e0,2242,"RecordWriteStub"
code-creation,Stub,3,5589,0x3f5eb7431c0,2269,"RecordWriteStub"
code-creation,Stub,3,5596,0x3f5eb743aa0,2270,"RecordWriteStub"
code-creation,Stub,3,5603,0x3f5eb744380,2270,"RecordWriteStub"
code-creation,Stub,3,5610,0x3f5eb744c60,2253,"RecordWriteStub"
code-creation,Stub,3,5617,0x3f5eb745540,2311,"RecordWriteStub"
code-creation,Stub,3,5624,0x3f5eb745e60,2326,"RecordWriteStub"
code-creation,Stub,3,5630,0x3f5eb746780,365,"CEntryStub"
code-creation,Stub,3,5637,0x3f5eb746900,2254,"RecordWriteStub"
code-creation,Stub,3,5644,0x3f5eb7471e0,2275,"RecordWriteStub"
code-creation,Stub,3,5651,0x3f5eb747ae0,2238,"RecordWriteStub"
code-creation,Stub,3,5658,0x3f5eb7483a0,2308,"RecordWriteStub"
code-creation,Stub,3,5665,0x3f5eb748cc0,2284,"RecordWriteStub"
code-creation,Stub,3,5672,0x3f5eb7495c0,565,"CEntryStub"
code-creation,Stub,3,5679,0x3f5eb749800,2300,"RecordWriteStub"
code-creation,Stub,3,5685,0x3f5eb74a100,2253,"RecordWriteStub"
code-creation,Stub,3,5692,0x3f5eb74a9e0,2266,"RecordWriteStub"
code-creation,Builtin,5,5699,0x3f5eb74b2c0,134,"StrictPoisonPillThrower"
code-creation,Builtin,5,5706,0x3f5eb74b360,124,"ReturnReceiver"
code-creation,Builtin,5,5713,0x3f5eb74b3e0,530,"GeneratorPrototypeNext"
code-creation,Builtin,5,5726,0x3f5eb74b600,338,"ResumeGeneratorTrampoline"
code-creation,Builtin,5,5733,0x3f5eb74b760,335,"CreateIterResultObject"
code-creation,Builtin,5,5740,0x3f5eb74b8c0,534,"GeneratorPrototypeReturn"
code-creation,Builtin,5,5747,0x3f5eb74bae0,546,"GeneratorPrototypeThrow"
code-creation,Builtin,5,5754,0x3f5eb74bd20,1656,"AsyncFromSyncIteratorPrototypeNext"
code-creation,Builtin,5,5764,0x3f5eb74c3a0,200,"ToBoolean"
code-creation,Builtin,5,5771,0x3f5eb74c480,4284,"ResolveNativePromise"
code-creation,Builtin,5,5778,0x3f5eb74d540,448,"StringEqual"
code-creation,Builtin,5,5784,0x3f5eb74d700,5296,"PerformNativePromiseThen"
code-creation,Builtin,5,5791,0x3f5eb74ebc0,828,"RejectNativePromise"
code-creation,Builtin,5,5798,0x3f5eb74ef00,2192,"AsyncFromSyncIteratorPrototypeReturn"
code-creation,Builtin,5,5805,0x3f5eb74f7a0,1680,"AsyncFromSyncIteratorPrototypeThrow"
code-creation,Builtin,5,5812,0x3f5eb74fe40,1024,"AsyncGeneratorPrototypeNext"
code-creation,Builtin,5,5819,0x3f5eb750240,491,"AsyncGeneratorResumeNext"
code-creation,Builtin,5,5826,0x3f5eb750440,980,"AsyncGeneratorResolve"
