v8-version,6,1,534,50,0
shared-library,"/usr/local/opt/node@8/bin/node",0x100002800,0x100843776,0
shared-library,"/usr/local/opt/icu4c/lib/libicui18n.60.dylib",0x101a8ff20,0x101bb9d39,4322811904
shared-library,"/usr/local/opt/icu4c/lib/libicuuc.60.dylib",0x101ceeb20,0x101d9f210,4325298176
shared-library,"/usr/local/opt/icu4c/lib/libicudata.60.2.dylib",0x101e649f0,0x101e649f0,4326830080
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff4d84a860,0x7fff4da3d9ac,634572800
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff733f394a,0x7fff733f3b2e,634572800
shared-library,"/usr/lib/libc++.1.dylib",0x7fff73627f40,0x7fff7366f2b0,634572800
shared-library,"/usr/lib/system/libcache.dylib",0x7fff7556eb08,0x7fff7557156d,634572800
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff75573c14,0x7fff7557cde1,634572800
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff7557eef4,0x7fff75583a8b,634572800
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff7558709c,0x7fff7558e2dc,634572800
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff75590e80,0x7fff755f5ab9,634572800
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff7569ea08,0x7fff756c99fe,634572800
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff756d8014,0x7fff756f0410,634572800
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff756f5a51,0x7fff756f5e80,634572800
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff75703fc0,0x7fff75703fc0,634572800
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff757046e8,0x7fff757089dc,634572800
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff7570a26e,0x7fff7570bb42,634572800
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff7570c944,0x7fff7570dc73,634572800
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff7570f748,0x7fff75724150,634572800
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff7572685d,0x7fff75726d0e,634572800
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff75728100,0x7fff757a918f,634572800
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff757b1e04,0x7fff757b46c0,634572800
shared-library,"/usr/lib/system/libsystem_coreservices.dylib",0x7fff757b62d0,0x7fff757b83eb,634572800
shared-library,"/usr/lib/system/libsystem_darwin.dylib",0x7fff757b9fda,0x7fff757bac44,634572800
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff757bbf3c,0x7fff757c04cd,634572800
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff757c31f0,0x7fff7580841e,634572800
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff75834140,0x7fff75864143,634572800
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff75880250,0x7fff7589931f,634572800
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff758a0b70,0x7fff759a2038,634572800
shared-library,"/usr/lib/system/libsystem_networkextension.dylib",0x7fff759d0cff,0x7fff759d882e,634572800
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff759dc148,0x7fff759e483e,634572800
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff759fa040,0x7fff759fc52d,634572800
shared-library,"/usr/lib/system/libsystem_secinit.dylib",0x7fff759fda1f,0x7fff759fe588,634572800
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff7580cf10,0x7fff7582a75d,634572800
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff759e5820,0x7fff759eb38d,634572800
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff759edf78,0x7fff759f610e,634572800
shared-library,"/usr/lib/system/libsystem_symptoms.dylib",0x7fff759ff938,0x7fff75a0531e,634572800
shared-library,"/usr/lib/system/libsystem_trace.dylib",0x7fff75a08094,0x7fff75a17c8d,634572800
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff75a1c96c,0x7fff75a212a7,634572800
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff75a239c0,0x7fff75a4483e,634572800
shared-library,"/usr/lib/closure/libclosured.dylib",0x7fff72eb8e80,0x7fff72ee3689,634572800
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff74aab000,0x7fff74acc65a,634572800
shared-library,"/usr/lib/libc++abi.dylib",0x7fff7367f600,0x7fff7369dd64,634572800
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff7307cf08,0x7fff7307d90c,634572800
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff74152fd4,0x7fff7430a2e6,634572800
shared-library,"/usr/lib/libz.1.dylib",0x7fff754c12d0,0x7fff754ccbe5,634572800
profiler,"begin",1000
tick,0x7fff7581f246,788,0,0x0,4
tick,0x7fff759ea060,2010,0,0x0,4
tick,0x7fff759ea060,3303,0,0x0,4
code-creation,Stub,3,4254,0x699de315f00,2292,"RecordWriteStub"
code-creation,Handler,4,4260,0x699de316800,256,"An IC handler from the snapshot"
code-creation,Stub,3,4266,0x699de316900,2291,"RecordWriteStub"
code-creation,Stub,3,4271,0x699de317200,980,"RecordWriteStub"
code-creation,Stub,3,4277,0x699de3175e0,2238,"RecordWriteStub"
code-creation,Stub,3,4282,0x699de317ea0,2266,"RecordWriteStub"
code-creation,Stub,3,4288,0x699de318780,189,"DoubleToIStub"
code-creation,Stub,3,4294,0x699de318840,2270,"RecordWriteStub"
code-creation,Handler,4,4300,0x699de319120,308,"An IC handler from the snapshot"
code-creation,Stub,3,4306,0x699de319260,2280,"RecordWriteStub"
code-creation,Stub,3,4311,0x699de319b60,2265,"RecordWriteStub"
code-creation,Stub,3,4317,0x699de31a440,2229,"RecordWriteStub"
code-creation,Stub,3,4323,0x699de31ad00,1412,"RecordWriteStub"
code-creation,Stub,3,4329,0x699de31b2a0,2314,"RecordWriteStub"
code-creation,Stub,3,4334,0x699de31bbc0,978,"RecordWriteStub"
code-creation,Stub,3,4340,0x699de31bfa0,2272,"RecordWriteStub"
code-creation,Stub,3,4346,0x699de31c880,2266,"RecordWriteStub"
code-creation,Stub,3,4351,0x699de31d160,2296,"RecordWriteStub"
code-creation,Stub,3,4357,0x699de31da60,978,"RecordWriteStub"
code-creation,Stub,3,4363,0x699de31de40,2250,"RecordWriteStub"
code-creation,Stub,3,4368,0x699de31e720,463,"InternalArraySingleArgumentConstructorStub"
code-creation,Stub,3,4374,0x699de31e900,183,"DoubleToIStub"
code-creation,Stub,3,4380,0x699de31e9c0,2300,"RecordWriteStub"
code-creation,Stub,3,4385,0x699de31f2c0,2283,"RecordWriteStub"
code-creation,Stub,3,4391,0x699de31fbc0,2254,"RecordWriteStub"
code-creation,Stub,3,4397,0x699de3204a0,2242,"RecordWriteStub"
code-creation,Stub,3,4402,0x699de320d80,980,"RecordWriteStub"
code-creation,Handler,4,4408,0x699de321160,780,"An IC handler from the snapshot"
code-creation,Stub,3,4414,0x699de321480,2265,"RecordWriteStub"
code-creation,Stub,3,4419,0x699de321d60,483,"CreateAllocationSiteStub"
code-creation,Stub,3,4425,0x699de321f60,2292,"RecordWriteStub"
code-creation,Stub,3,4431,0x699de322860,2269,"RecordWriteStub"
code-creation,Stub,3,4437,0x699de323140,974,"RecordWriteStub"
code-creation,Stub,3,4443,0x699de323520,2280,"RecordWriteStub"
code-creation,Stub,3,4448,0x699de323e20,2275,"RecordWriteStub"
code-creation,Stub,3,4454,0x699de324720,2296,"RecordWriteStub"
code-creation,Stub,3,4460,0x699de325020,2254,"RecordWriteStub"
code-creation,Stub,3,4481,0x699de325900,2254,"RecordWriteStub"
tick,0x7fff75779329,4496,0,0x0,4
code-creation,Stub,3,4517,0x699de3261e0,591,"StringAddStub"
code-creation,Stub,3,4543,0x699de326440,1872,"StringAddStub"
code-creation,Builtin,5,4560,0x699de326ba0,298,"NonPrimitiveToPrimitive_Default"
code-creation,Stub,3,4568,0x699de326ce0,1869,"GetPropertyStub"
code-creation,Builtin,5,4574,0x699de327440,233,"Call_ReceiverIsNotNullOrUndefined"
code-creation,Builtin,5,4581,0x699de327540,364,"OrdinaryToPrimitive_Number"
code-creation,Handler,4,4587,0x699de3276c0,308,"An IC handler from the snapshot"
code-creation,Stub,3,4592,0x699de327800,2238,"RecordWriteStub"
code-creation,Stub,3,4598,0x699de3280c0,2300,"RecordWriteStub"
code-creation,Stub,3,4604,0x699de3289c0,2245,"RecordWriteStub"
code-creation,Stub,3,4613,0x699de3292a0,2291,"RecordWriteStub"
code-creation,Stub,3,4621,0x699de329ba0,2270,"RecordWriteStub"
code-creation,Stub,3,4642,0x699de32a480,2254,"RecordWriteStub"
code-creation,Stub,3,4648,0x699de32ad60,2285,"RecordWriteStub"
code-creation,Handler,4,4654,0x699de32b660,308,"An IC handler from the snapshot"
code-creation,Handler,4,4663,0x699de32b7a0,744,"An IC handler from the snapshot"
code-creation,Stub,3,4672,0x699de32baa0,2296,"RecordWriteStub"
code-creation,Stub,3,4678,0x699de32c3a0,2238,"RecordWriteStub"
code-creation,Stub,3,4683,0x699de32cc60,2254,"RecordWriteStub"
code-creation,Stub,3,4689,0x699de32d540,1391,"RecordWriteStub"
code-creation,Stub,3,4695,0x699de32dac0,2242,"RecordWriteStub"
code-creation,Stub,3,4700,0x699de32e3a0,2291,"RecordWriteStub"
code-creation,Stub,3,4706,0x699de32eca0,183,"DoubleToIStub"
code-creation,Stub,3,4712,0x699de32ed60,2266,"RecordWriteStub"
code-creation,Stub,3,4717,0x699de32f640,2308,"RecordWriteStub"
code-creation,Handler,4,4723,0x699de32ff60,780,"An IC handler from the snapshot"
code-creation,Handler,4,4728,0x699de330280,256,"An IC handler from the snapshot"
code-creation,Stub,3,4734,0x699de330380,2238,"RecordWriteStub"
code-creation,Stub,3,4740,0x699de330c40,2266,"RecordWriteStub"
code-creation,Handler,4,4745,0x699de331520,296,"An IC handler from the snapshot"
code-creation,Stub,3,4751,0x699de331660,1412,"RecordWriteStub"
code-creation,Stub,3,4757,0x699de331c00,2269,"RecordWriteStub"
code-creation,Stub,3,4763,0x699de3324e0,2250,"RecordWriteStub"
code-creation,Stub,3,4771,0x699de332dc0,3405,"SubStringStub"
code-creation,Stub,3,4780,0x699de333b20,183,"DoubleToIStub"
code-creation,Stub,3,4787,0x699de333be0,387,"CreateWeakCellStub"
code-creation,Handler,4,4793,0x699de333d80,688,"An IC handler from the snapshot"
code-creation,Stub,3,4799,0x699de334040,1416,"RecordWriteStub"
code-creation,Stub,3,4804,0x699de3345e0,2257,"RecordWriteStub"
code-creation,Stub,3,4810,0x699de334ec0,365,"CEntryStub"
code-creation,Stub,3,4816,0x699de335040,2238,"RecordWriteStub"
code-creation,Stub,3,4821,0x699de335900,471,"ArraySingleArgumentConstructorStub"
code-creation,Stub,3,4829,0x699de335ae0,2272,"RecordWriteStub"
code-creation,Stub,3,4836,0x699de3363c0,299,"ArrayNoArgumentConstructorStub"
code-creation,Stub,3,4842,0x699de336500,357,"MathPowStub"
code-creation,Handler,4,4848,0x699de336680,744,"An IC handler from the snapshot"
code-creation,Stub,3,4853,0x699de336980,427,"CallApiGetterStub"
code-creation,Stub,3,4859,0x699de336b40,295,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,3,4865,0x699de336c80,2276,"RecordWriteStub"
code-creation,Stub,3,4871,0x699de337580,2284,"RecordWriteStub"
code-creation,Stub,3,4876,0x699de337e80,2254,"RecordWriteStub"
code-creation,Stub,3,4882,0x699de338760,615,"StringAddStub"
code-creation,Stub,3,4888,0x699de3389e0,375,"NumberToStringStub"
code-creation,Stub,3,4893,0x699de338b60,980,"RecordWriteStub"
code-creation,Stub,3,4899,0x699de338f40,2263,"RecordWriteStub"
code-creation,Handler,4,4904,0x699de339820,296,"An IC handler from the snapshot"
code-creation,Stub,3,4910,0x699de339960,2307,"RecordWriteStub"
code-creation,Stub,3,4916,0x699de33a280,2254,"RecordWriteStub"
code-creation,Stub,3,4921,0x699de33ab60,185,"DoubleToIStub"
code-creation,Stub,3,4927,0x699de33ac20,2283,"RecordWriteStub"
code-creation,Stub,3,4932,0x699de33b520,978,"RecordWriteStub"
code-creation,Stub,3,4938,0x699de33b900,2257,"RecordWriteStub"
code-creation,Stub,3,4944,0x699de33c1e0,2292,"RecordWriteStub"
code-creation,Stub,3,4949,0x699de33cae0,2241,"RecordWriteStub"
code-creation,Stub,3,4955,0x699de33d3c0,2279,"RecordWriteStub"
code-creation,Stub,3,4961,0x699de33dcc0,972,"RecordWriteStub"
code-creation,Stub,3,4967,0x699de33e0a0,2254,"RecordWriteStub"
code-creation,Stub,3,4972,0x699de33e980,431,"InternalArraySingleArgumentConstructorStub"
code-creation,Handler,4,4978,0x699de33eb40,688,"An IC handler from the snapshot"
code-creation,Stub,3,4984,0x699de33ee00,974,"RecordWriteStub"
code-creation,Stub,3,4990,0x699de33f1e0,2254,"RecordWriteStub"
code-creation,Stub,3,4995,0x699de33fac0,295,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,3,5001,0x699de33fc00,2242,"RecordWriteStub"
code-creation,Stub,3,5019,0x699de3404e0,2241,"RecordWriteStub"
code-creation,Stub,3,5025,0x699de340dc0,980,"RecordWriteStub"
code-creation,Stub,3,5031,0x699de3411a0,206,"InternalArrayConstructorStub"
code-creation,Stub,3,5037,0x699de341280,2266,"RecordWriteStub"
code-creation,Stub,3,5042,0x699de341b60,183,"DoubleToIStub"
code-creation,Stub,3,5048,0x699de341c20,2241,"RecordWriteStub"
code-creation,Stub,3,5053,0x699de342500,986,"RecordWriteStub"
code-creation,Stub,3,5059,0x699de3428e0,2242,"RecordWriteStub"
code-creation,Stub,3,5065,0x699de3431c0,2269,"RecordWriteStub"
code-creation,Stub,3,5071,0x699de343aa0,2270,"RecordWriteStub"
code-creation,Stub,3,5076,0x699de344380,2270,"RecordWriteStub"
code-creation,Stub,3,5082,0x699de344c60,2253,"RecordWriteStub"
code-creation,Stub,3,5088,0x699de345540,2311,"RecordWriteStub"
code-creation,Stub,3,5093,0x699de345e60,2326,"RecordWriteStub"
code-creation,Stub,3,5099,0x699de346780,365,"CEntryStub"
code-creation,Stub,3,5104,0x699de346900,2254,"RecordWriteStub"
code-creation,Stub,3,5110,0x699de3471e0,2275,"RecordWriteStub"
code-creation,Stub,3,5116,0x699de347ae0,2238,"RecordWriteStub"
code-creation,Stub,3,5122,0x699de3483a0,2308,"RecordWriteStub"
code-creation,Stub,3,5127,0x699de348cc0,2284,"RecordWriteStub"
code-creation,Stub,3,5133,0x699de3495c0,565,"CEntryStub"
code-creation,Stub,3,5138,0x699de349800,2300,"RecordWriteStub"
code-creation,Stub,3,5144,0x699de34a100,2253,"RecordWriteStub"
code-creation,Stub,3,5152,0x699de34a9e0,2266,"RecordWriteStub"
code-creation,Builtin,5,5158,0x699de34b2c0,134,"StrictPoisonPillThrower"
code-creation,Builtin,5,5164,0x699de34b360,124,"ReturnReceiver"
code-creation,Builtin,5,5169,0x699de34b3e0,530,"GeneratorPrototypeNext"
code-creation,Builtin,5,5179,0x699de34b600,338,"ResumeGeneratorTrampoline"
code-creation,Builtin,5,5185,0x699de34b760,335,"CreateIterResultObject"
code-creation,Builtin,5,5190,0x699de34b8c0,534,"GeneratorPrototypeReturn"
code-creation,Builtin,5,5196,0x699de34bae0,546,"GeneratorPrototypeThrow"
code-creation,Builtin,5,5202,0x699de34bd20,1656,"AsyncFromSyncIteratorPrototypeNext"
code-creation,Builtin,5,5210,0x699de34c3a0,200,"ToBoolean"
code-creation,Builtin,5,5215,0x699de34c480,4284,"ResolveNativePromise"
code-creation,Builtin,5,5221,0x699de34d540,448,"StringEqual"
code-creation,Builtin,5,5227,0x699de34d700,5296,"PerformNativePromiseThen"
code-creation,Builtin,5,5233,0x699de34ebc0,828,"RejectNativePromise"
code-creation,Builtin,5,5238,0x699de34ef00,2192,"AsyncFromSyncIteratorPrototypeReturn"
code-creation,Builtin,5,5244,0x699de34f7a0,1680,"AsyncFromSyncIteratorPrototypeThrow"
code-creation,Builtin,5,5250,0x699de34fe40,1024,"AsyncGeneratorPrototypeNext"
code-creation,Builtin,5,5255,0x699de350240,491,"AsyncGeneratorResumeNext"
code-creation,Builtin,5,5261,0x699de350440,980,"AsyncGeneratorResolve"
code-creation,Builtin,5,5267,0x699de350820,207,"AsyncGeneratorReject"
code-creation,Builtin,5,5272,0x699de350900,1024,"AsyncGeneratorPrototypeReturn"
code-creation,Builtin,5,5278,0x699de350d00,1024,"AsyncGeneratorPrototypeThrow"
code-creation,Builtin,5,5284,0x699de351100,134,"Illegal"
code-creation,Builtin,5,5289,0x699de3511a0,134,"ObjectAssign"
code-creation,Builtin,5,5295,0x699de351240,134,"ObjectGetOwnPropertyDescriptor"
code-creation,Builtin,5,5300,0x699de3512e0,134,"ObjectGetOwnPropertyDescriptors"
code-creation,Builtin,5,5306,0x699de351380,134,"ObjectGetOwnPropertyNames"
code-creation,Builtin,5,5312,0x699de351420,134,"ObjectGetOwnPropertySymbols"
code-creation,Builtin,5,5317,0x699de3514c0,134,"ObjectIs"
code-creation,Builtin,5,5323,0x699de351560,134,"ObjectPreventExtensions"
code-creation,Builtin,5,5328,0x699de351600,134,"ObjectSeal"
code-creation,Builtin,5,5334,0x699de3516a0,972,"ObjectCreate"
code-creation,Builtin,5,5339,0x699de351a80,134,"ObjectDefineProperties"
code-creation,Builtin,5,5345,0x699de351b20,134,"ObjectDefineProperty"
code-creation,Builtin,5,5350,0x699de351bc0,134,"ObjectFreeze"
